family,name,n_splits,full_auc,private_median,private_p10,private_p05,private_mean,private_std,public_median,gap_median,delta_ref_median,delta_ref_p10,private_win_rate,beats_ref_rate
ALL,rstack_realmlp6avg_c004_s42_j5,820,0.9539194112314029,0.953935589783219,0.9510197994234556,0.933966691930434,0.9533636482467823,0.006258923187382956,0.9536710362209341,-0.00011457495230654535,4.335361176188712e-05,3.557748743493461e-05,0.9073170731707317,1.0
ALL,rstack_realmlp6avg_c006_s42_j5,820,0.9539160201125667,0.9539335926814183,0.9510179847126842,0.9339623180727712,0.9533602873102154,0.00625866042766194,0.9536665672277385,-0.00012336148955649495,4.037880433616081e-05,3.2285732883530204e-05,0.07439024390243902,1.0
ALL,rstack_realmlp6avg_c008_s42_j5,820,0.9539141810618398,0.9539316889622301,0.951016392866015,0.9339599271401323,0.9533583579857445,0.006258671387968704,0.9536628607572695,-0.0001274100389616617,3.839558029983259e-05,2.9833502708609404e-05,0.004878048780487805,1.0
ALL,rstack_realmlp6avg_c012_s42_j5,820,0.9539138008367111,0.953931357480617,0.9510162184997124,0.9339534920023486,0.9533578273734481,0.0062589058719380725,0.9536607480609686,-0.00012250949722997229,3.7383769376286846e-05,3.0299995774307753e-05,0.012195121951219513,1.0
ALL,rstack_realmlp4_c008_s42_j5,820,0.9539075183053676,0.9539234724615147,0.9510152335133896,0.9339396884795008,0.9533516791906422,0.00626011359078948,0.9536525160689525,-0.0001232718600506777,3.17792901889935e-05,2.5413985796873818e-05,0.0012195121951219512,1.0
ALL,rstack_realmlp4_c006_s42_j5,820,0.9539063854056131,0.9539227546049207,0.9510086903909688,0.9339400393740654,0.953350484417612,0.006260190709978937,0.953651828375123,-0.00011639222927228854,3.056654373806422e-05,2.4541583986348314e-05,0.0,1.0
ALL,best_rust_csweep_stack,820,0.9538841133453734,0.9539002449472949,0.9509904677690347,0.9339050832815845,0.953327904378124,0.006263716648373378,0.9536284959930492,-0.00011813739701965753,7.865130190631842e-06,5.3611280108056825e-06,0.0,1.0
ALL,best_meta_bag_c008_s6,820,0.9538763057816942,0.9538914990280991,0.9509805033884278,0.9339016667188018,0.9533199873349653,0.006262991438104173,0.953627530051444,-0.00011628114769463016,0.0,0.0,0.0,0.0
ALL,v15_realmlp_avg6,820,0.9506322797548881,0.9506547809982315,0.9476139881181667,0.9298530314047164,0.9500321572348837,0.006461286754592421,0.9503485974110607,-0.00035369408822044646,-0.003250937710438051,-0.003393699228466063,0.0,0.0
race_year,rstack_realmlp6avg_c004_s42_j5,350,0.9539194112314029,0.9539061292231648,0.9510107818114113,0.9503754712341456,0.9539517809087737,0.0022485376546836707,0.9531409707937091,-0.0008057899416832881,4.3180412328813755e-05,3.6372698523667867e-05,0.8885714285714286,1.0
race_year,rstack_realmlp6avg_c012_s42_j5,350,0.9539138008367111,0.9538993696316369,0.9510058702910938,0.9503710467645661,0.9539459797797508,0.002248086188369363,0.9531400282004634,-0.0008023324152607869,3.744696943952519e-05,3.0086883052382606e-05,0.017142857142857144,1.0
race_year,rstack_realmlp6avg_c006_s42_j5,350,0.9539160201125667,0.953901798187239,0.9510054387338018,0.9503716156134053,0.9539482427403686,0.0022484024141692237,0.9531526884765357,-0.0008086278358177545,3.9534004621033514e-05,3.268464919433667e-05,0.09142857142857143,1.0
race_year,rstack_realmlp6avg_c008_s42_j5,350,0.9539141810618398,0.9538996452080775,0.9510050800968846,0.9503711597221982,0.9539463346800076,0.0022478907982687087,0.9531426480250162,-0.0008098284731943295,3.766504547375593e-05,3.0258434693775093e-05,0.0,1.0
race_year,rstack_realmlp4_c008_s42_j5,350,0.9539075183053676,0.9538907947531857,0.9510013415778087,0.9503619352664189,0.9539398154521733,0.002248879446536537,0.9531290325244526,-0.0008116798076793774,3.1447649729454685e-05,2.4878304175957044e-05,0.002857142857142857,1.0
race_year,rstack_realmlp4_c006_s42_j5,350,0.9539063854056131,0.9538922957074384,0.9509988749717667,0.950361708461842,0.953938487134589,0.002249117377597851,0.9531235608642841,-0.0008103118990415714,3.0094618127585182e-05,2.3382912903480157e-05,0.0,1.0
race_year,best_rust_csweep_stack,350,0.9538841133453734,0.9538663769954366,0.950972828569341,0.9503369580564244,0.9539162905972728,0.0022504717883614373,0.9531213314273523,-0.000811231362003062,7.68106263981938e-06,5.107980081631158e-06,0.0,1.0
race_year,best_meta_bag_c008_s6,350,0.9538763057816942,0.9538584471879215,0.9509624684665285,0.950326826957455,0.9539085515174639,0.0022507612132096175,0.9531212665153661,-0.0008092840124225842,0.0,0.0,0.0,0.0
race_year,v15_realmlp_avg6,350,0.9506322797548881,0.9506347338841734,0.9475769891206547,0.9469455831797582,0.9506596131782418,0.002319984951341616,0.9497924795707708,-0.0008385528709075052,-0.0032377726388824746,-0.0033838712782441106,0.0,0.0
stratified,rstack_realmlp6avg_c004_s42_j5,350,0.9539194112314029,0.953921244673652,0.9537274092664284,0.9536778116716135,0.953919368146894,0.00014878792489415998,0.9539096875337869,-1.159391848265523e-05,4.353741910051445e-05,3.7660495961044926e-05,0.8942857142857142,1.0
stratified,rstack_realmlp6avg_c006_s42_j5,350,0.9539160201125667,0.9539195363615203,0.9537248439794687,0.9536756556439931,0.9539162215756471,0.00014870337101443657,0.9539011403657105,-1.8395995809716847e-05,4.036589242345512e-05,3.418295695349905e-05,0.08285714285714285,1.0
stratified,rstack_realmlp6avg_c012_s42_j5,350,0.9539138008367111,0.9539168034586171,0.9537242282845712,0.9536714002918744,0.9539136872515702,0.00014878379664620505,0.953902800428521,-1.4003030096076952e-05,3.7715849432296e-05,3.1374275356510496e-05,0.011428571428571429,1.0
stratified,rstack_realmlp6avg_c008_s42_j5,350,0.9539141810618398,0.9539179489079412,0.9537233100493261,0.9536735081794109,0.9539143265356171,0.000148605967305177,0.9539011651731166,-1.6783734824610264e-05,3.833943381342797e-05,3.260868979239051e-05,0.011428571428571429,1.0
stratified,rstack_realmlp4_c008_s42_j5,350,0.9539075183053676,0.9539109184985743,0.9537173618412451,0.9536660526834448,0.9539076956216999,0.00014882016862033368,0.9538952923247467,-1.594579450076017e-05,3.168400367437041e-05,2.6398918894510182e-05,0.0,1.0
stratified,rstack_realmlp4_c006_s42_j5,350,0.9539063854056131,0.9539085074022191,0.9537171930103617,0.9536657326179716,0.9539066030942247,0.0001487901676438984,0.953898713306707,-9.502179533771304e-06,3.083425748423574e-05,2.4974323168380774e-05,0.0,1.0
